text,label
obama voted to support president bush between and percent of the time over the past two years,1
this shit is a workout man lightshes,0
about percentof republicans nationwide dont think donald trump is the right guy to take on hillary clinton in november,1
this is what motorcade looks like in china cgtn s shot this of trump s arrival to the forbidden city,0
state level political ads reach airwaves,0
ivanka penned an op ed that ran in the this afternoon read it here,0
she s problem in a nutshell college educated latina activist amp voting for,0
under hosni mubaraks rule egypt received more american dollars than any country besides israel,1
one man opposed a flawed strategy in iraq one man had the courage to call for change one man didn t play politics with the truth,1
unemployment for those with college educations is now percent unemployment for those with more than a college education below percent,1
dyk tim kempton points and kyle leufroy combined for points last night the most…,0
the moors would make a awesome movie,0
warning something big is about to happen in america the martial law is coming – chance it will happen red list and blue list,0
says he has engaged in the political process only in the past decade,0
several shot one killed in downtown cleveland several people were shot in downtown cleveland early sunday morning crime,0
says recall organizers started their website last november and began work on their effort before he even took office,0
bush says his ‘proven conservative record’ will thwart trump politics,0
i ve seen pics of him groping ivanka trump jr holding a severed tail melania naked and this is the picture that…,0
misogynoir is exactly what it is the game is changing �� �������� katyperryiswokeaf standwithleslie,0
yep she s just like you and me,0
new followers for from to all in the last ten days or so maga alwaystrump,0
i feel like going workout who wanna go hoop ayrikapicken,0
songmakesmetearup kansas carry on my wayward son,0
no weapon seen during gas station robbery shaker heights police blotter the robber put his hand in his front pocket but did crime,0
by whitney webb unicef found air pollution to be a major contributing factor in the deaths of nearly under the age of five most recent environmental concerns regarding pollution have been,0
myocdinwords vacuum clean my vacuum cleaner,0
white house political director patrick gaspard once served as the right hand man for bertha lewis who heads up acorn,0
what do you mean by this 👀 podestaemails podestaemails,0
darrell i think its time you are voted out you obviously have reduced yourself to pandering to libs in ca no need for you now,0
